longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,avg_rooms_per_hh,avg_bedrooms_per_hh,housing_median_age_cat,median_house_value
-118.26,33.8,2004.0,481.0,1658.0,456.0,3.1779,<1h ocean,4.394736842105263,1.0548245614035088,new,171100.0
-118.26,33.79,1291.0,230.0,835.0,215.0,5.5,<1h ocean,6.004651162790697,1.069767441860465,new,181500.0
-118.24,33.8,636.0,169.0,788.0,143.0,3.6161,near ocean,4.4475524475524475,1.1818181818181819,new,131300.0
-118.23,33.8,239.0,135.0,165.0,112.0,1.3333,near ocean,2.1339285714285716,1.2053571428571428,new,187500.0
-118.27,33.8,1446.0,327.0,980.0,319.0,3.35,<1h ocean,4.532915360501567,1.025078369905956,new,177700.0
-118.27,33.79,2218.0,561.0,1789.0,527.0,3.1613,<1h ocean,4.208728652751423,1.064516129032258,new,182300.0
-118.27,33.79,1513.0,365.0,1227.0,354.0,3.3929,<1h ocean,4.2740112994350286,1.0310734463276836,new,184600.0
-118.28,33.79,1895.0,420.0,1422.0,389.0,4.3816,<1h ocean,4.87146529562982,1.0796915167095116,new,191300.0
-118.28,33.79,1989.0,458.0,1668.0,455.0,3.3009,<1h ocean,4.371428571428571,1.0065934065934066,new,168000.0
-118.28,33.78,2233.0,591.0,1915.0,558.0,3.2011,<1h ocean,4.00179211469534,1.0591397849462365,new,169100.0
-118.29,33.79,3708.0,1016.0,2855.0,948.0,2.0,<1h ocean,3.911392405063291,1.0717299578059072,new,165400.0
-118.29,33.79,1867.0,571.0,951.0,498.0,3.3427,<1h ocean,3.748995983935743,1.1465863453815262,new,154200.0
-118.3,33.79,1068.0,283.0,1180.0,274.0,2.5,<1h ocean,3.897810218978102,1.032846715328467,new,157500.0
-118.3,33.8,1115.0,412.0,1472.0,396.0,3.1392,<1h ocean,2.8156565656565657,1.0404040404040404,new,146200.0
-118.27,33.79,1535.0,369.0,1291.0,340.0,2.9375,<1h ocean,4.514705882352941,1.0852941176470587,new,174000.0
-118.26,33.78,1672.0,491.0,1723.0,462.0,2.0458,near ocean,3.619047619047619,1.0627705627705628,new,174500.0
-118.27,33.79,2109.0,651.0,2120.0,605.0,2.1447,<1h ocean,3.4859504132231405,1.0760330578512396,new,158700.0
-118.25,33.79,1730.0,460.0,1724.0,424.0,2.7308,near ocean,4.080188679245283,1.0849056603773586,new,150400.0
-118.26,33.78,2188.0,706.0,2265.0,652.0,1.9923,near ocean,3.355828220858896,1.0828220858895705,new,164700.0
-118.26,33.79,1162.0,264.0,1044.0,241.0,3.5488,<1h ocean,4.821576763485477,1.095435684647303,new,205600.0
-118.23,33.78,59.0,24.0,69.0,23.0,2.5588,near ocean,2.5652173913043477,1.0434782608695652,new,350000.0
-118.26,33.78,1239.0,473.0,1524.0,387.0,2.0956,near ocean,3.201550387596899,1.2222222222222223,new,154700.0
-118.25,33.78,296.0,139.0,511.0,133.0,1.4444,near ocean,2.225563909774436,1.0451127819548873,new,182100.0
-118.24,33.78,574.0,173.0,784.0,162.0,2.25,near ocean,3.54320987654321,1.0679012345679013,new,152300.0
-118.26,33.78,2191.0,739.0,2931.0,692.0,2.1311,near ocean,3.1661849710982657,1.0679190751445087,new,163100.0
-118.26,33.77,886.0,253.0,809.0,219.0,2.4545,near ocean,4.045662100456621,1.1552511415525115,new,164200.0
-118.27,33.77,2272.0,694.0,2567.0,595.0,1.9964,near ocean,3.8184873949579834,1.1663865546218488,new,150600.0
-118.27,33.78,3354.0,1174.0,4426.0,1110.0,2.5262,<1h ocean,3.0216216216216214,1.0576576576576577,new,167300.0
-118.28,33.78,1212.0,304.0,1076.0,293.0,3.2115,<1h ocean,4.136518771331058,1.0375426621160408,new,160100.0
-118.27,33.77,1731.0,485.0,2115.0,478.0,1.5369,near ocean,3.6213389121338913,1.0146443514644352,new,141300.0
-118.27,33.76,22.0,11.0,32.0,7.0,3.125,near ocean,3.142857142857143,1.5714285714285714,new,112500.0
-118.3,33.77,3821.0,795.0,2831.0,769.0,2.9571,<1h ocean,4.968790637191157,1.033810143042913,new,346200.0
-118.3,33.76,9659.0,1716.0,4336.0,1674.0,5.7764,<1h ocean,5.7700119474313025,1.025089605734767,new,290500.0
-118.28,33.77,307.0,69.0,374.0,65.0,2.9063,<1h ocean,4.723076923076923,1.0615384615384615,new,146900.0
-118.28,33.75,1305.0,381.0,1384.0,369.0,2.45,near ocean,3.5365853658536586,1.032520325203252,new,186800.0
-118.28,33.75,393.0,189.0,429.0,188.0,1.8393,near ocean,2.0904255319148937,1.0053191489361701,new,187500.0
-118.28,33.74,1751.0,512.0,1939.0,503.0,1.5394,near ocean,3.481113320079523,1.0178926441351888,new,200000.0
-118.28,33.75,2442.0,719.0,1916.0,646.0,1.2276,near ocean,3.780185758513932,1.1130030959752322,new,208300.0
-118.28,33.74,855.0,271.0,486.0,250.0,0.7591,near ocean,3.42,1.084,new,350000.0
-118.3,33.75,2356.0,440.0,1291.0,418.0,4.2308,<1h ocean,5.636363636363637,1.0526315789473684,new,416100.0
-118.3,33.76,6097.0,1270.0,2678.0,1226.0,5.1269,<1h ocean,4.973083197389886,1.0358890701468189,new,285200.0
-118.3,33.75,967.0,175.0,481.0,163.0,5.6611,<1h ocean,5.932515337423313,1.0736196319018405,new,265600.0
-118.3,33.75,1958.0,386.0,1098.0,380.0,4.625,<1h ocean,5.152631578947369,1.0157894736842106,new,273400.0
-118.31,33.74,2464.0,472.0,1111.0,457.0,4.5074,near ocean,5.391684901531729,1.0328227571115973,new,350000.0
-118.31,33.74,5042.0,974.0,2260.0,935.0,4.3472,near ocean,5.392513368983957,1.041711229946524,new,351200.0
-118.29,33.75,1650.0,443.0,1359.0,386.0,2.5795,near ocean,4.274611398963731,1.1476683937823835,new,192400.0
-118.29,33.75,1319.0,292.0,766.0,285.0,2.7031,near ocean,4.628070175438596,1.024561403508772,new,218900.0
-118.29,33.74,1503.0,411.0,1368.0,390.0,2.1473,near ocean,3.853846153846154,1.0538461538461539,new,195300.0
-118.29,33.74,1438.0,472.0,1018.0,399.0,2.2188,near ocean,3.6040100250626566,1.1829573934837092,old,306700.0
-118.29,33.74,1382.0,361.0,905.0,344.0,2.75,near ocean,4.017441860465116,1.0494186046511629,new,238300.0
-118.29,33.74,2074.0,533.0,1311.0,531.0,2.0329,near ocean,3.9058380414312617,1.0037664783427496,new,225800.0
-118.29,33.73,1854.0,519.0,1151.0,486.0,2.5759,near ocean,3.814814814814815,1.0679012345679013,new,225000.0
-118.29,33.73,2492.0,711.0,1699.0,672.0,2.1382,near ocean,3.7083333333333335,1.0580357142857142,new,242300.0
-118.29,33.73,2835.0,711.0,1669.0,652.0,3.3616,near ocean,4.348159509202454,1.0904907975460123,new,268500.0
-118.3,33.74,3075.0,860.0,1584.0,806.0,2.9386,near ocean,3.815136476426799,1.066997518610422,new,260500.0
-118.3,33.74,2625.0,673.0,1184.0,606.0,3.9167,near ocean,4.3316831683168315,1.1105610561056105,new,285200.0
-118.3,33.73,2852.0,603.0,1130.0,560.0,4.194,near ocean,5.0928571428571425,1.0767857142857142,new,293900.0
-118.28,33.74,1853.0,556.0,2090.0,539.0,1.8584,near ocean,3.437847866419295,1.0315398886827458,new,248100.0
-118.28,33.73,2602.0,802.0,2178.0,737.0,2.0469,near ocean,3.5305291723202172,1.0881953867028493,new,234500.0
-118.28,33.73,2085.0,588.0,1767.0,516.0,2.1935,near ocean,4.040697674418604,1.1395348837209303,old,243200.0
-118.28,33.73,2137.0,559.0,1550.0,529.0,1.9167,near ocean,4.039697542533081,1.056710775047259,new,227200.0
-118.29,33.72,2469.0,584.0,1253.0,535.0,3.1932,near ocean,4.614953271028037,1.091588785046729,new,257500.0
-118.3,33.72,2647.0,658.0,1459.0,595.0,3.4474,near ocean,4.4487394957983195,1.1058823529411765,new,253400.0
-118.3,33.72,2510.0,583.0,1388.0,554.0,3.3397,near ocean,4.530685920577618,1.052346570397112,new,267800.0
-118.3,33.73,2582.0,606.0,1304.0,588.0,3.5694,near ocean,4.391156462585034,1.030612244897959,new,276400.0
-118.31,33.72,2711.0,508.0,1372.0,459.0,4.1451,near ocean,5.906318082788671,1.1067538126361656,new,326700.0
-118.32,33.73,1099.0,168.0,407.0,159.0,7.6886,near ocean,6.911949685534591,1.0566037735849056,new,500001.0
-118.33,33.72,6191.0,1081.0,2297.0,1023.0,6.4246,near ocean,6.051808406647116,1.056695992179863,new,446700.0
-118.29,33.71,3135.0,746.0,1815.0,697.0,3.7596,near ocean,4.497847919655667,1.0703012912482066,new,300000.0
-118.31,33.67,1297.0,246.0,611.0,242.0,5.3074,near ocean,5.359504132231405,1.0165289256198347,new,401900.0
-118.29,33.71,1644.0,471.0,780.0,416.0,3.1071,near ocean,3.951923076923077,1.1322115384615385,new,464300.0
-118.29,33.71,1933.0,475.0,902.0,412.0,4.25,near ocean,4.691747572815534,1.1529126213592233,new,332800.0
-118.29,33.71,2809.0,666.0,1316.0,633.0,4.5606,near ocean,4.437598736176935,1.052132701421801,new,303800.0
-118.29,33.72,2651.0,590.0,1103.0,508.0,3.2739999999999996,near ocean,5.218503937007874,1.1614173228346456,new,254300.0
-118.29,33.72,1568.0,452.0,801.0,422.0,3.5109,near ocean,3.7156398104265405,1.0710900473933649,new,225000.0
-118.28,33.68,2842.0,522.0,1624.0,510.0,3.7282,near ocean,5.572549019607843,1.0235294117647058,new,287500.0
-118.23,34.24,3857.0,607.0,1695.0,572.0,7.642,<1h ocean,6.743006993006993,1.0611888111888113,new,396400.0
-118.23,34.23,2377.0,362.0,1055.0,362.0,6.0,<1h ocean,6.566298342541437,1.0,new,367100.0
-118.24,34.24,3019.0,469.0,1349.0,462.0,7.1463,<1h ocean,6.534632034632034,1.0151515151515151,new,394100.0
-118.24,34.24,3812.0,595.0,1645.0,591.0,7.585,<1h ocean,6.450084602368866,1.0067681895093064,new,380100.0
-118.23,34.22,2288.0,439.0,1079.0,434.0,4.5486,<1h ocean,5.271889400921659,1.0115207373271888,new,361000.0
-118.24,34.23,1061.0,208.0,514.0,208.0,6.01,<1h ocean,5.100961538461538,1.0,new,254200.0
-118.24,34.23,1541.0,280.0,753.0,264.0,5.1028,<1h ocean,5.837121212121212,1.0606060606060606,new,292100.0
-118.25,34.23,2839.0,592.0,1413.0,538.0,4.1667,<1h ocean,5.276951672862453,1.100371747211896,new,271200.0
-118.25,34.25,3150.0,518.0,1392.0,480.0,4.9355,<1h ocean,6.5625,1.0791666666666666,new,336900.0
-118.25,34.23,2421.0,475.0,1232.0,454.0,4.6852,<1h ocean,5.332599118942731,1.0462555066079295,new,296200.0
-118.26,34.24,1666.0,280.0,788.0,273.0,6.6277,<1h ocean,6.102564102564102,1.0256410256410255,new,344400.0
-118.26,34.24,2485.0,418.0,1226.0,406.0,5.7083,<1h ocean,6.120689655172414,1.0295566502463054,new,329500.0
-118.25,34.23,1979.0,496.0,1157.0,459.0,4.4083,<1h ocean,4.311546840958606,1.0806100217864925,new,217700.0
-118.25,34.22,2062.0,396.0,1089.0,375.0,5.5362,<1h ocean,5.498666666666667,1.056,new,301200.0
-118.26,34.23,1428.0,325.0,836.0,302.0,4.5759,<1h ocean,4.728476821192053,1.076158940397351,new,209200.0
-118.26,34.23,1805.0,303.0,838.0,301.0,5.4306,<1h ocean,5.996677740863787,1.0066445182724253,new,326600.0
-118.22,34.21,2174.0,418.0,1030.0,395.0,3.5707,<1h ocean,5.50379746835443,1.058227848101266,new,341700.0
-118.23,34.21,2988.0,719.0,1357.0,657.0,3.5174,<1h ocean,4.5479452054794525,1.0943683409436835,new,268000.0
-118.23,34.21,2584.0,608.0,1217.0,568.0,3.3287,<1h ocean,4.549295774647887,1.0704225352112675,new,273400.0
-118.23,34.21,1464.0,406.0,693.0,380.0,2.5463,<1h ocean,3.8526315789473684,1.068421052631579,new,200000.0
-118.23,34.21,1399.0,390.0,859.0,386.0,3.4148,<1h ocean,3.6243523316062176,1.0103626943005182,new,234800.0
-118.24,34.22,2476.0,506.0,1271.0,485.0,3.4531,<1h ocean,5.105154639175257,1.043298969072165,new,263900.0
-118.24,34.22,1722.0,406.0,926.0,371.0,4.1523,<1h ocean,4.6415094339622645,1.0943396226415094,new,252000.0
-118.23,34.21,309.0,47.0,121.0,45.0,6.212999999999999,<1h ocean,6.866666666666666,1.0444444444444445,old,285000.0
-118.24,34.21,3817.0,886.0,1888.0,829.0,3.5777,<1h ocean,4.604342581423402,1.06875753920386,new,245600.0
-118.24,34.22,2507.0,517.0,1232.0,470.0,5.529,<1h ocean,5.334042553191489,1.1,new,241300.0
-118.27,34.22,8206.0,1186.0,3141.0,1150.0,7.2812,<1h ocean,7.135652173913043,1.031304347826087,new,462200.0
-118.23,34.18,1853.0,345.0,757.0,310.0,3.6875,<1h ocean,5.97741935483871,1.1129032258064515,new,422000.0
-118.23,34.18,1708.0,280.0,768.0,276.0,6.207000000000001,<1h ocean,6.188405797101449,1.0144927536231885,new,457400.0
-118.26,34.18,14556.0,2077.0,5459.0,2017.0,8.1657,<1h ocean,7.2166584035696575,1.029747149231532,new,500001.0
-118.22,34.19,4704.0,920.0,1895.0,886.0,4.9297,<1h ocean,5.309255079006772,1.0383747178329572,new,400000.0
-118.21,34.18,2672.0,335.0,1113.0,318.0,12.1579,<1h ocean,8.40251572327044,1.0534591194968554,new,500001.0
-118.23,34.17,4524.0,1005.0,2099.0,937.0,3.5781,<1h ocean,4.8281750266808965,1.0725720384204909,new,366700.0
-118.21,34.17,8590.0,1231.0,3401.0,1178.0,8.1325,<1h ocean,7.292020373514431,1.0449915110356536,new,472700.0
-118.19,34.16,1788.0,267.0,735.0,266.0,6.6009,<1h ocean,6.7218045112781954,1.0037593984962405,new,375700.0
-118.2,34.16,5550.0,881.0,2465.0,862.0,6.8317,<1h ocean,6.438515081206496,1.0220417633410672,new,446100.0
-118.23,34.16,3105.0,582.0,1359.0,547.0,5.1718,<1h ocean,5.676416819012797,1.0639853747714807,new,429100.0
-118.23,34.15,1649.0,522.0,1332.0,483.0,3.1004,<1h ocean,3.4140786749482404,1.0807453416149069,new,257100.0
-118.24,34.16,2549.0,591.0,1156.0,546.0,3.3333,<1h ocean,4.668498168498169,1.0824175824175823,new,374300.0
-118.24,34.16,2187.0,284.0,733.0,274.0,9.5823,<1h ocean,7.981751824817518,1.0364963503649636,old,406200.0
-118.24,34.16,1904.0,297.0,797.0,286.0,6.6603,<1h ocean,6.6573426573426575,1.0384615384615385,old,380400.0
-118.25,34.16,2477.0,385.0,993.0,371.0,4.9135,<1h ocean,6.67654986522911,1.0377358490566038,old,368100.0
-118.25,34.17,1532.0,292.0,631.0,275.0,5.1242,<1h ocean,5.570909090909091,1.0618181818181818,old,372900.0
-118.25,34.16,5131.0,1436.0,2690.0,1371.0,2.5668,<1h ocean,3.742523705324581,1.0474106491611963,new,280000.0
-118.26,34.17,5949.0,1417.0,2593.0,1337.0,3.8576,<1h ocean,4.449513836948392,1.0598354525056095,new,318600.0
-118.26,34.16,2943.0,769.0,1312.0,656.0,3.1484,<1h ocean,4.486280487804878,1.1722560975609757,new,187500.0
-118.26,34.16,2919.0,857.0,1866.0,811.0,3.1733,<1h ocean,3.599260172626387,1.0567200986436498,new,206300.0
-118.26,34.16,3407.0,885.0,1883.0,870.0,3.7321,<1h ocean,3.9160919540229884,1.0172413793103448,new,351100.0
-118.27,34.17,1560.0,280.0,825.0,269.0,5.5118,<1h ocean,5.799256505576208,1.0408921933085502,new,354700.0
-118.27,34.16,5036.0,1299.0,3164.0,1175.0,2.9148,<1h ocean,4.285957446808511,1.1055319148936171,new,238700.0
-118.27,34.16,1865.0,360.0,973.0,349.0,3.6587,<1h ocean,5.343839541547278,1.0315186246418337,new,321200.0
-118.27,34.18,3034.0,406.0,1158.0,399.0,6.2976,<1h ocean,7.6040100250626566,1.0175438596491229,old,498400.0
-118.28,34.18,2243.0,339.0,911.0,319.0,7.4046,<1h ocean,7.031347962382445,1.0626959247648904,new,446800.0
-118.29,34.18,1602.0,265.0,667.0,251.0,5.0489999999999995,<1h ocean,6.382470119521912,1.0557768924302788,old,323500.0
-118.28,34.18,2195.0,336.0,878.0,309.0,6.8839999999999995,<1h ocean,7.1035598705501615,1.087378640776699,old,365600.0
-118.28,34.17,2664.0,651.0,1553.0,629.0,3.6354,<1h ocean,4.235294117647059,1.0349761526232115,new,256300.0
-118.29,34.17,3852.0,1066.0,2986.0,993.0,2.3482,<1h ocean,3.879154078549849,1.0735146022155087,new,255400.0
-118.29,34.18,4292.0,1075.0,2719.0,987.0,3.6974,<1h ocean,4.348530901722391,1.089159067882472,new,286600.0
-118.29,34.16,1262.0,338.0,1019.0,332.0,3.7083,<1h ocean,3.8012048192771086,1.0180722891566265,new,241900.0
-118.29,34.16,413.0,107.0,349.0,107.0,4.3438,<1h ocean,3.8598130841121496,1.0,new,189800.0
-118.29,34.17,2238.0,682.0,1882.0,611.0,2.9,<1h ocean,3.662847790507365,1.11620294599018,new,208300.0
-118.3,34.17,4041.0,1169.0,3309.0,1117.0,2.6016,<1h ocean,3.6177260519247985,1.0465532676812892,new,222400.0
-118.3,34.16,1875.0,460.0,869.0,438.0,3.2321,<1h ocean,4.280821917808219,1.0502283105022832,new,243600.0
-118.3,34.16,3213.0,874.0,2401.0,819.0,2.8342,<1h ocean,3.923076923076923,1.0671550671550671,new,256800.0
-118.27,34.16,1453.0,356.0,787.0,345.0,3.0114,<1h ocean,4.211594202898551,1.0318840579710145,new,255500.0
-118.27,34.15,2265.0,637.0,1684.0,561.0,2.6729,<1h ocean,4.037433155080214,1.1354723707664884,new,217100.0
-118.27,34.15,3018.0,806.0,2205.0,742.0,3.0199,<1h ocean,4.067385444743936,1.0862533692722371,new,220200.0
-118.27,34.15,1744.0,536.0,1494.0,531.0,3.2171,<1h ocean,3.2843691148775895,1.009416195856874,new,230800.0
-118.27,34.16,830.0,183.0,479.0,179.0,3.1397,<1h ocean,4.636871508379889,1.0223463687150838,old,253700.0
-118.28,34.16,1393.0,290.0,605.0,282.0,2.9491,<1h ocean,4.939716312056738,1.0283687943262412,new,257400.0
-118.26,34.16,1775.0,525.0,950.0,522.0,3.5417,<1h ocean,3.400383141762452,1.0057471264367817,new,177100.0
-118.26,34.15,2981.0,894.0,1941.0,863.0,3.0,<1h ocean,3.45422943221321,1.0359212050984936,new,178600.0
-118.26,34.15,3340.0,945.0,2315.0,846.0,2.8884,<1h ocean,3.9479905437352247,1.1170212765957446,new,252300.0
-118.26,34.15,2481.0,756.0,1763.0,675.0,2.8088,<1h ocean,3.6755555555555555,1.12,new,247500.0
-118.24,34.16,850.0,162.0,493.0,160.0,6.9408,<1h ocean,5.3125,1.0125,old,298800.0
-118.24,34.15,2734.0,658.0,1562.0,607.0,3.3906,<1h ocean,4.504118616144975,1.0840197693574958,new,284100.0
-118.24,34.15,1235.0,271.0,499.0,263.0,3.1435,<1h ocean,4.695817490494297,1.0304182509505704,new,282600.0
-118.25,34.15,3712.0,1005.0,1888.0,890.0,3.6875,<1h ocean,4.170786516853933,1.1292134831460674,new,209600.0
-118.25,34.16,3700.0,945.0,1681.0,905.0,3.9054,<1h ocean,4.088397790055248,1.0441988950276244,new,200000.0
-118.24,34.15,5282.0,1605.0,4116.0,1574.0,3.052,<1h ocean,3.355781448538755,1.0196950444726811,new,209800.0
-118.24,34.15,4852.0,1465.0,3171.0,1332.0,2.5924,<1h ocean,3.6426426426426426,1.09984984984985,new,192900.0
-118.25,34.15,1238.0,338.0,605.0,331.0,2.8478,<1h ocean,3.7401812688821754,1.0211480362537764,new,228100.0
-118.25,34.15,1377.0,444.0,768.0,422.0,2.2621,<1h ocean,3.2630331753554502,1.052132701421801,new,187500.0
-118.25,34.15,3960.0,1027.0,1729.0,978.0,3.0441,<1h ocean,4.049079754601227,1.0501022494887526,new,193800.0
-118.23,34.14,2865.0,864.0,2061.0,790.0,2.6268,<1h ocean,3.6265822784810124,1.0936708860759494,new,201300.0
-118.24,34.14,3196.0,994.0,2929.0,983.0,3.0206,<1h ocean,3.2512716174974567,1.0111902339776195,new,219500.0
-118.24,34.14,2909.0,1021.0,2614.0,935.0,2.1444,<1h ocean,3.1112299465240643,1.0919786096256685,new,229000.0
-118.23,34.15,2294.0,716.0,1686.0,680.0,3.0288,<1h ocean,3.373529411764706,1.0529411764705883,new,258300.0
-118.23,34.14,2864.0,844.0,1745.0,803.0,2.9167,<1h ocean,3.5666251556662516,1.0510585305105853,new,224300.0
-118.24,34.14,1843.0,554.0,1402.0,512.0,2.4619999999999997,<1h ocean,3.599609375,1.08203125,new,254000.0
-118.24,34.14,1813.0,560.0,1501.0,544.0,1.9125,<1h ocean,3.332720588235294,1.0294117647058822,new,238000.0
-118.24,34.13,1644.0,395.0,959.0,383.0,3.3636,<1h ocean,4.29242819843342,1.031331592689295,new,257700.0
-118.24,34.13,2170.0,401.0,1043.0,394.0,5.6921,<1h ocean,5.50761421319797,1.017766497461929,new,269000.0
-118.24,34.15,2063.0,670.0,1892.0,643.0,1.7301,<1h ocean,3.208398133748056,1.04199066874028,new,202300.0
-118.24,34.14,4877.0,1488.0,4486.0,1458.0,2.4421,<1h ocean,3.3449931412894376,1.0205761316872428,new,222100.0
-118.25,34.14,1615.0,570.0,1245.0,544.0,1.8929,<1h ocean,2.96875,1.0477941176470589,new,196900.0
-118.25,34.14,584.0,260.0,552.0,235.0,1.8235,<1h ocean,2.4851063829787234,1.1063829787234043,new,275000.0
-118.25,34.15,1107.0,479.0,616.0,443.0,0.8185,<1h ocean,2.4988713318284423,1.0812641083521444,new,187500.0
-118.26,34.14,3431.0,1222.0,4094.0,1205.0,2.2614,<1h ocean,2.8473029045643155,1.0141078838174273,new,248100.0
-118.27,34.14,1060.0,332.0,1025.0,288.0,3.0074,<1h ocean,3.6805555555555554,1.1527777777777777,new,175000.0
-118.26,34.14,1727.0,506.0,1200.0,439.0,4.1083,<1h ocean,3.9339407744874717,1.152619589977221,new,210700.0
-118.27,34.15,2837.0,776.0,2287.0,736.0,3.008,<1h ocean,3.854619565217391,1.0543478260869565,new,229000.0
-118.26,34.13,3208.0,1111.0,2843.0,1005.0,2.6673,<1h ocean,3.192039800995025,1.1054726368159205,new,218100.0
-118.26,34.13,1383.0,470.0,1185.0,451.0,2.5,<1h ocean,3.066518847006652,1.042128603104213,new,207100.0
-118.26,34.13,196.0,74.0,194.0,68.0,1.2188,<1h ocean,2.8823529411764706,1.088235294117647,new,218800.0
-118.26,34.14,1336.0,396.0,1255.0,359.0,2.5388,<1h ocean,3.721448467966574,1.1030640668523677,new,205000.0
-118.25,34.14,3487.0,1131.0,3749.0,1072.0,2.1602,<1h ocean,3.2527985074626864,1.055037313432836,new,221900.0
-118.25,34.14,5980.0,1856.0,5217.0,1772.0,2.506,<1h ocean,3.374717832957111,1.0474040632054176,new,184500.0
-118.25,34.13,2340.0,773.0,2226.0,754.0,2.5417,<1h ocean,3.103448275862069,1.0251989389920424,new,217500.0
-118.24,34.13,1971.0,439.0,1245.0,430.0,4.0272,<1h ocean,4.583720930232558,1.0209302325581395,new,260500.0
-118.25,34.13,2946.0,1025.0,2542.0,912.0,2.2244,<1h ocean,3.2302631578947367,1.1239035087719298,new,255900.0
-118.25,34.12,739.0,265.0,861.0,246.0,2.4856,<1h ocean,3.0040650406504064,1.0772357723577235,new,181300.0
-118.31,34.22,7714.0,1132.0,3199.0,1100.0,7.1262,<1h ocean,7.012727272727273,1.029090909090909,new,446200.0
-118.33,34.21,3190.0,489.0,1362.0,480.0,6.981,<1h ocean,6.645833333333333,1.01875,new,402900.0
-118.34,34.21,1834.0,316.0,864.0,309.0,4.7885,<1h ocean,5.935275080906149,1.022653721682848,new,302200.0
-118.29,34.18,3120.0,620.0,1441.0,612.0,3.9041,<1h ocean,5.098039215686274,1.0130718954248366,new,320400.0
-118.3,34.19,3615.0,913.0,1924.0,852.0,3.5083,<1h ocean,4.242957746478873,1.0715962441314555,new,280900.0
-118.3,34.19,1704.0,277.0,746.0,262.0,4.7986,<1h ocean,6.5038167938931295,1.0572519083969465,old,326100.0
-118.3,34.19,1502.0,243.0,586.0,231.0,4.375,<1h ocean,6.5021645021645025,1.051948051948052,old,332400.0
-118.31,34.19,4713.0,1169.0,2372.0,1077.0,3.7015,<1h ocean,4.376044568245125,1.085422469823584,new,287900.0
-118.3,34.19,2962.0,468.0,1364.0,466.0,4.9042,<1h ocean,6.356223175965665,1.0042918454935623,old,343500.0
-118.32,34.2,2110.0,346.0,984.0,342.0,6.9909,<1h ocean,6.169590643274854,1.0116959064327486,new,345300.0
-118.32,34.2,759.0,136.0,372.0,135.0,4.9886,<1h ocean,5.622222222222222,1.0074074074074073,new,328900.0
-118.32,34.2,1978.0,337.0,834.0,311.0,3.9866,<1h ocean,6.360128617363344,1.0836012861736335,new,294400.0
-118.33,34.2,1325.0,254.0,613.0,248.0,3.6071,<1h ocean,5.342741935483871,1.0241935483870968,new,289000.0
-118.34,34.2,2860.0,682.0,1516.0,621.0,3.0431,<1h ocean,4.605475040257649,1.0982286634460547,new,262900.0
-118.34,34.19,1524.0,393.0,1176.0,375.0,2.875,<1h ocean,4.064,1.048,new,192400.0
-118.36,34.2,1878.0,614.0,1874.0,559.0,2.5267,<1h ocean,3.3595706618962433,1.0983899821109124,new,231800.0
-118.32,34.2,2209.0,444.0,952.0,403.0,4.375,<1h ocean,5.481389578163772,1.1017369727047146,new,341200.0
-118.32,34.19,1335.0,249.0,485.0,240.0,4.1731,<1h ocean,5.5625,1.0375,new,352100.0
-118.32,34.19,1519.0,331.0,613.0,315.0,3.0179,<1h ocean,4.822222222222222,1.0507936507936508,new,272500.0
-118.33,34.2,7179.0,1985.0,4757.0,1924.0,3.1051,<1h ocean,3.7312889812889813,1.0317047817047817,new,206500.0
-118.3,34.18,7174.0,1997.0,4293.0,1872.0,3.0973,<1h ocean,3.8322649572649574,1.0667735042735043,new,251900.0
-118.3,34.17,350.0,115.0,342.0,111.0,3.0687,<1h ocean,3.1531531531531534,1.0360360360360361,new,200000.0
-118.3,34.18,5492.0,1549.0,2997.0,1405.0,3.3205,<1h ocean,3.908896797153025,1.102491103202847,new,172100.0
-118.31,34.18,3112.0,890.0,1700.0,851.0,3.1587,<1h ocean,3.656874265569918,1.045828437132785,new,181300.0
-118.31,34.19,3801.0,1116.0,1986.0,1078.0,2.0875,<1h ocean,3.5259740259740258,1.0352504638218925,new,222700.0
-118.32,34.18,192.0,41.0,83.0,38.0,3.0179,<1h ocean,5.052631578947368,1.0789473684210527,new,118800.0
-118.32,34.18,1594.0,389.0,832.0,340.0,3.4,<1h ocean,4.688235294117647,1.1441176470588235,new,212100.0
-118.32,34.17,1995.0,564.0,1202.0,544.0,3.5875,<1h ocean,3.667279411764706,1.036764705882353,new,250000.0
-118.33,34.17,2584.0,483.0,1118.0,459.0,4.2396,<1h ocean,5.62962962962963,1.0522875816993464,new,245100.0
-118.33,34.19,2115.0,463.0,1133.0,439.0,3.7344,<1h ocean,4.817767653758542,1.0546697038724373,new,222000.0
-118.33,34.18,2570.0,517.0,1256.0,510.0,4.6898,<1h ocean,5.03921568627451,1.0137254901960784,new,226000.0
-118.33,34.19,1505.0,347.0,799.0,319.0,3.138,<1h ocean,4.717868338557993,1.0877742946708464,new,217000.0
-118.33,34.18,1969.0,377.0,977.0,367.0,3.8462,<1h ocean,5.3651226158038146,1.0272479564032697,new,231300.0
-118.33,34.18,2122.0,385.0,926.0,362.0,5.6975,<1h ocean,5.861878453038674,1.0635359116022098,new,231400.0
-118.34,34.19,1721.0,343.0,834.0,334.0,4.1923,<1h ocean,5.152694610778443,1.026946107784431,new,231200.0
-118.34,34.18,3046.0,633.0,1448.0,599.0,3.24,<1h ocean,5.085141903171953,1.0567612687813022,new,226900.0
